index,publishDate,ruleType,summary,url
887417,09.11.2020 18:45:30,9 Aylık,,https://www.kap.org.tr/tr/Bildirim/887417
859854,14.07.2020 18:17:39,6 Aylık,,https://www.kap.org.tr/tr/Bildirim/859854
850208,09.06.2020 18:16:15,3 Aylık,,https://www.kap.org.tr/tr/Bildirim/850208
826688,10.03.2020 22:23:45,Yıllık,,https://www.kap.org.tr/tr/Bildirim/826688
976568,09.11.2021 19:28:34,9 Aylık,,https://www.kap.org.tr/tr/Bildirim/976568
959169,18.08.2021 21:11:16,6 Aylık,,https://www.kap.org.tr/tr/Bildirim/959169
935920,10.05.2021 18:11:39,3 Aylık,,https://www.kap.org.tr/tr/Bildirim/935920
915691,05.03.2021 20:02:20,Yıllık,,https://www.kap.org.tr/tr/Bildirim/915691
1078895,09.11.2022 18:48:49,9 Aylık,,https://www.kap.org.tr/tr/Bildirim/1078895
1056018,16.08.2022 18:22:51,6 Aylık,,https://www.kap.org.tr/tr/Bildirim/1056018
1027590,07.05.2022 13:32:35,3 Aylık,,https://www.kap.org.tr/tr/Bildirim/1027590
1002208,16.02.2022 19:42:19,Yıllık,,https://www.kap.org.tr/tr/Bildirim/1002208
1215933,08.11.2023 18:18:15,9 Aylık,,https://www.kap.org.tr/tr/Bildirim/1215933
1184638,11.08.2023 18:20:40,6 Aylık,,https://www.kap.org.tr/tr/Bildirim/1184638
1149951,10.05.2023 18:48:13,3 Aylık,,https://www.kap.org.tr/tr/Bildirim/1149951
1121838,08.03.2023 18:27:47,Yıllık,,https://www.kap.org.tr/tr/Bildirim/1121838
1356514,11.11.2024 18:19:11,9 Aylık,,https://www.kap.org.tr/tr/Bildirim/1356514
1339164,30.09.2024 19:55:08,6 Aylık,,https://www.kap.org.tr/tr/Bildirim/1339164
1299613,14.06.2024 18:16:17,3 Aylık,,https://www.kap.org.tr/tr/Bildirim/1299613
1283586,08.05.2024 18:12:52,Yıllık,,https://www.kap.org.tr/tr/Bildirim/1283586
1513244,07.11.2025 18:14:45,9 Aylık,,https://www.kap.org.tr/tr/Bildirim/1513244
1479272,15.08.2025 18:15:49,6 Aylık,,https://www.kap.org.tr/tr/Bildirim/1479272
1436653,09.05.2025 18:13:40,3 Aylık,,https://www.kap.org.tr/tr/Bildirim/1436653
1402587,07.03.2025 19:03:10,Yıllık,,https://www.kap.org.tr/tr/Bildirim/1402587
